,href,点赞用户数,评分,参与评分人数,热度,总计评论数,演员,信息,剧情
253,http://www.iqiyi.com/v_19rreglczg.html,4.6万,7.7,110.1万人评分,2024,全部评论(2.3万),岳云鹏饰 贝小贝;吴京饰 梅办法;吴秀波饰 梅前途;井柏然饰 雷;林志玲饰 莉亚,祖宗十九代;导演： 郭德纲;地区： 华语;类型： 奇幻;首映： 2018,简介：一个在现实中失意的青年作家小贝，在现实碰壁而低落的夜晚，经历穿越20世纪初拯救陷入帮派麻烦的祖先、清朝和参加科举考试的先祖共事、明朝与祖先共同御敌、晋朝和祖先一起救世济人、上古与女娲和夸父探讨生命的本源和意义的奇幻旅程。一路见证爱情、收获自信和担当，经历人性的转变而自我成长，奇幻之旅实则他的新书发布，这本书献给他未见过的母亲和祖辈们。收起>
254,http://www.iqiyi.com/v_19rrhobgjg.html,2.4万,8.7,119.7万人评分,2532,全部评论(3007),冯淬帆饰 The Master;林正英饰 Uncle Master;李丽珍饰 Chu-Chu,音乐僵尸;导演： 唐伟成;地区： 香港地区;类型： 恐怖;首映： 1992,简介：茅山道士麻麻地与同行不和，带着两个徒弟阿豪和阿强另起炉灶，在江南一带赶事为业。两个徒弟顽劣非常，经常操纵僵尸互相对打。阿豪自认法术修成，请求师傅让其独立赶尸。得到师傅应允，阿豪赶着一只大地主任天棠的僵尸独自上路。路遇从旧金山归国的时尚女孩珠珠，玩心骤起，将珠珠戏耍了一番。然而半夜阿豪遭到一群人袭击，僵尸被抢。幕后指示者原来是一个外国科学家，他希望研究僵尸获得诺贝尔奖。...收起>
255,http://www.iqiyi.com/v_19rro5rids.html,12.2万,8.9,57.2万人评分,2755,全部评论(1.5万),克里斯汀·贝尔饰 安娜;伊迪娜·门泽尔饰 艾莎;乔纳森·格罗夫饰 克斯托夫;乔什·盖德饰 雪宝;圣蒂诺·方塔纳饰 汉斯,冰雪奇缘;导演： 克里斯·巴克 / 珍妮弗·李;地区： 美国;类型： 动画;首映： 2014,简介：在四面环海、风景如画的阿伦黛尔王国，生活着两位可爱美丽的小公主，艾莎和安娜。艾莎天生具有制造冰雪的能力，随着年龄的增长，她的能力越来越强，甚至险些夺走妹妹的生命。为此国王紧闭宫门，也中断了两姐妹的联系。悲哀的海难过后，艾莎终于到了加冕的年龄，各国王公齐来祝贺。艾莎战战兢兢，唯恐被人识破隐藏了多年的秘密。然而当听说安娜将要和初次见面的南埃尔斯王子汉斯结婚时，依然情绪失控...收起>
256,http://www.iqiyi.com/v_19rrk1gwqw.html,252,6.0,235人评分,860,全部评论(20),浩亮饰 李玉和;高玉倩饰 李奶奶;刘长瑜饰 铁梅;夏美珍,红灯记;导演： 成荫;地区： 华语;首映： 1971,简介：《红灯记》是一部歌颂在抗日战争时期，我国人民与敌人不屈不挠地抗战的现代京剧。钢琴伴唱《红灯记》把京剧这一我国传统艺术和钢琴这一外国传统艺术有机地结合在一起。既保留了京剧的唱腔和打击乐队的基本特点，又充分发挥了钢琴宽广、气势雄伟、富于表现力的特长。是中西艺术结合的一个尝试，京剧唱腔被誉为“国粹”。以打击乐为基本特点，揉进了西方的乐器之王钢琴，增强了表现力，气势雄伟，使人...收起>
257,http://www.iqiyi.com/v_19rw208to0.html,594,7.5,9430人评分,2252,全部评论(136),甄子丹饰 叶问;吴樾饰 万宗华;吴建豪饰 赫文;斯科特·阿金斯饰 巴顿;李宛妲饰 若男,叶问4：完结篇（粤语）;导演： 叶伟信;地区： 香港地区;类型： 动作;首映： 2019,简介：因故来到美国唐人街的叶问，意外卷入一场当地军方势力与华人武馆的纠纷，面对日益猖狂的民族歧视与压迫，叶问挺身而出，在美国海军陆战队军营拼死一战，以正宗咏春，向世界证明了中国功夫。收起>
258,http://www.iqiyi.com/v_19rrk3mq9c.html,60,6.7,306人评分,353,全部评论(2),周国贤饰 Paul;赵雪妃饰 Yuki;曾国祥饰 Kuen;卢巧音饰 Candy;黄婉伶饰 Stella,半醉人间;导演： 晴朗 / 邱礼涛;地区： 香港地区;类型： 爱情;首映： 2006,简介：《半醉人间》讲述的是发生在一间名为“半人间”的现代酒吧里的故事。影片通过主人公阿Paul在“半人间”酒吧学习调酒，并在每天的工作及进进出出的酒客当中，阅览和经历一个又一个人生故事，引领观众在甜、酸、苦、辣的酒杯中，调制出最适合自己的人生鸡尾酒。收起>
259,http://www.iqiyi.com/v_19rv48k558.html,117,7.4,264人评分,853,全部评论(2),张铮;陈思思;傅奇,艳遇（1965）;导演： 李萍倩;地区： 香港地区;类型： 爱情;首映： 1965,简介：本页面是香港1965年的一部名为《艳遇》的电影，请注意鉴别和收藏
260,http://www.iqiyi.com/v_19rwahe0fw.html,6.1万,7.6,3.3万人评分,4188,全部评论(742),姜广涛饰 张大威;马正阳饰 阿丘;韩啸（配音）饰 依依;吟良犬饰 米娜,动物特工局;导演： 张志一 / 纪约姆·伊弗奈尔;类型： 动画;首映： 2020,简介：谁说猫鼠不能做朋友？谁说损友不能一起拯救世界？在一个多种动物组成的现代化世界里，动物特工局精英张大威（猫）在因缘际会下结识废柴技术宅阿丘（鼠），当傲娇成性、嘴硬心软的张大威遇见幽默呆萌、重情重义的阿丘，会发生什么欢乐逗趣的故事？这对被卷入一场惊天阴谋的猫鼠搭档，在破案的途中联合其他伙伴各显神通，斗智斗勇。随着一个名叫“寒冰魔鬼”的幕后黑手的出现，令人不寒而栗的真相渐渐...收起>
261,http://www.iqiyi.com/v_19rrdddzyw.html,98,7.4,399人评分,454,全部评论(10),格雷戈瓦·勒普兰斯-林盖饰 Paul,梅花森林;导演： 格雷戈瓦·勒普兰斯-林盖;类型： 喜剧;首映： 2016,简介：翁蒂娜和保罗曾经相爱。当翁蒂娜离开保罗，他发誓自己不会再爱了。为了证明自己，他去追求美丽的卡米尔，打算引诱她后再抛弃她。但卡米尔希望保罗只属于自己，并在他身上施了魔咒。慢慢为卡米尔的魅力所倾倒，保罗不得不面对他旧爱的记忆。收起>
262,http://www.iqiyi.com/v_19rrn3b920.html,560,6.5,1162人评分,650,全部评论(81),露易丝·布尔昆,一件幸福的事（原声）;导演： 雷米·贝占松;地区： 欧洲;类型： 喜剧;首映： 2011,简介：和大部分女大学生一样，芭芭拉（露易丝·布尔昆LouiseBourgoin饰）有着年轻美丽的外表和对未来无限的期望，和男友尼古拉斯（皮奥·马麦PioMarmaï饰）的恋情更让她相信她正在经历的是一生中最美好的时光。一个孩子的到来将一切美好粉碎殆尽，她无法想象在心智上还是一个孩子的自己竟然要做母亲了。收起>
263,http://www.iqiyi.com/v_19rrfbv8p4.html,1.0万,7.7,12.8万人评分,1877,全部评论(1206),徐娇饰 方瑶;谢彬彬饰 欧阳;晏紫东饰 孟一飞;黄婷婷饰 蕾蕾,一生有你2019;导演： 卢庚戌;地区： 华语;类型： 青春;首映： 2019,简介：根据经典同名歌曲改编，还原校园民谣时期大学校园里的一段真实故事。当母胎单身的工科男欧洋（谢彬彬饰）邂逅文艺女校花方瑶（徐娇饰），为了毕业前脱单，欧洋阴差阳错地学起了吉他，伙同损友们上演了一出“音乐求爱”的大戏，于是一段充满欢笑眼泪，热血而又遗憾的初恋开始了……收起>
264,http://www.iqiyi.com/v_19rr7pa5x4.html,63,6.9,289人评分,558,全部评论(2),钱蓉蓉饰 Qi's Wife;李琳琳饰 Wu Qiuyue,聊斋志异三集;导演： 唐煌;地区： 香港地区;类型： 奇幻;首映： 1969,"简介：由《伍秋月》、《劳山道士》、《美人首》三个故事组成。《伍秋月》青年王鼎借宿伍家花园,梦中有少女委身相许,事后遗下髮簪.翌日,守园老人见鼎手执髮簪,大喜,告知园主三十年前去世时遗言鼎会到访.是夜,梦中人再度现身,自称伍秋月,已死去三十年,但立春后可还阳嫁鼎.鼎求月带他游地狱,。《劳山道士》王七游手好閒,妻勤俭贤淑,织布养家.一日,七与妻争执后离家,遇劳山道士.道士埋梨核...收起>"
265,http://www.iqiyi.com/v_19rr7p4848.html,7556,5.2,27.4万人评分,2476,全部评论(8447),克莱尔·霍尔特饰 凯特;曼迪·摩尔饰 丽莎;马修·莫迪恩饰 Taylor,鲨海;导演： 约翰内斯·罗伯茨;地区： 美国;类型： 惊悚;首映： 2017,简介：　Lisa和Kate两姐妹在墨西哥海岸度假，她们在海底观鲨铁笼中潜水观赏鲨鱼时，牵连铁笼的绳子突然断裂，观鲨笼掉落到47米深的海底。由于所存氧气不多，她们只有一个小时的时间逃脱牢笼回到水面。而此时，大白鲨也在她们周围游弋着。47米深的海底一片漆黑，只能通过手电筒观察铁笼外面的情况。水面上工作人员的声音时有时无，救援队也迟迟不见踪影，姐妹俩都非常害怕。面对仅剩的氧气，她们必须马上做...收起>
266,http://www.iqiyi.com/v_19rt3q8008.html,3.5万,6.4,27.4万人评分,1749,全部评论(4364),西尔维斯特·史泰龙饰 布雷斯林,金蝉脱壳3：恶魔车站;导演： 约翰·赫兹菲尔德;地区： 美国;类型： 惊悚;首映： 2019,简介：香港科技龙头的千金遭神秘人绑架，羁押在一座名叫“恶魔车站”的黑狱。越狱专家布雷斯林和王牌特工罗深相继被卷入这场阴谋。种种迹象表明，神秘人与第一部的“海上监狱”脱不开干系，而科技龙头似乎也与“海上监狱”有着关联。为了查明真相，救出爱人，布雷斯林和罗深强强联手，硬汉组团深入黑狱，上演终极越狱大战。收起>
267,http://www.iqiyi.com/v_19rr8cycvc.html,4.8万,9.0,54.8万人评分,1844,全部评论(1.2万),阿兰纳·乌巴奇饰 Mama Imelda;安东尼·冈萨雷兹饰 Miguel;盖尔·加西亚·贝纳尔饰 Hector;加布里埃尔·伊格莱西亚斯饰 Head Clerk;本杰明·布拉特饰 Ernesto de la Cruz,寻梦环游记;导演： 李·昂克里奇;地区： 美国;类型： 动画;首映： 2017,简介：热爱音乐的米格尔不幸地出生在一个视音乐为洪水猛兽的大家庭之中，一家人只盼着米格尔快快长大，好继承家里传承了数代的制鞋产业。一年一度的亡灵节即将来临，每逢这一天，去世的亲人们的魂魄便可凭借着摆在祭坛上的照片返回现世和生者团圆。在一场意外中，米格尔竟然穿越到了亡灵国度之中，在太阳升起之前，他必须得到一位亲人的祝福，否则就将会永远地留在这个世界里。米格尔决定去寻找已故的歌神...收起>
268,http://www.iqiyi.com/v_19rr7kw8ec.html,146,5.2,217人评分,613,全部评论(14),潘虹;江珊;陈希光;黄小雷,独身女人;导演： 秦志钰;类型： 青春;首映： 1991,简介：欧阳若云是海伦时装公司的副总，离婚后带儿子独自生活，对周围爱慕她的男人持极为审慎的态度。由于市场不景气，董事长梁大明决定转产，欧阳与舒蕾连夜奋战设计新产品，想以此换回梁大明回心转意，但梁大明苦于资金短缺，仍想把公司转让给日本商人。欧阳情急中想起五洲公司顾问齐方。终于，资金问题在齐方鼎力协助下圆满解决，欧阳设计的“青春系列”服饰得以投产制作。齐方的妻子潘昕雯常年生活在国...收起>
269,http://www.iqiyi.com/v_19rr7pm3i4.html,18,7.4,47人评分,426,全部评论(0),李丽华主演;陈厚主演,黑妞;导演： 易文;地区： 香港地区;类型： 家庭;首映： 1956,简介：富家子殷子堂欲娶歌女黑妞为妻，妞却钟情车伕龙哥。妞欲与龙结婚，妞父却向龙要求大笔聘礼。龙遇劫受伤，妞悉心照顾，堂被二人真情感动，愿为龙付聘礼，玉成二人婚事。
270,http://www.iqiyi.com/v_19rrc2hw8s.html,41,7.2,385人评分,448,全部评论(3),刘家荣;黄家达;乔宏,一枝光棍走天涯;导演： 麦嘉;地区： 香港地区;类型： 动作;首映： 1976,简介：乔宏饰演的和尚是一个厌倦吃素戒色的生活，他偷跑下山，和一位拿着一支棍走天涯的大侠相识，他们之间从不打不相识到后来合伙做拍档，为了寻找到一尊金佛而开始了一场历险。他们是否可以如愿得到金佛呢？影片中也不乏搞笑元素。收起>
271,http://www.iqiyi.com/v_19rrk45lt4.html,119,7.0,712人评分,570,全部评论(16),梁碧芝饰 麦姬;黄琬婷饰 南生;谭凯欣饰 欣欣;施念慈饰 小诗;谭卫兰饰 东东,五个寂寞的心（粤语）;导演： 陈果;地区： 华语;类型： 爱情;首映： 1992,"简介：欣欣、小诗、麦姬、南生和东东是5个要好的朋友，一同读书，各人在成长路上各有心事。在暑假期间大家一同到东东在海边小镇的别墅度假,欣欣是个胆子大的女孩,有次在黑夜误闯海边小店的后院,而认识憨憨的阿伟，萌生爱意。东东因哥哥阿Joe认识了混血儿女友而烦恼，一心想拆散他们，弄出不少笑话,南生个性像男孩子,常常呵护东东,其实心里暗恋东东,麦姬是个大家公认的大花痴,常常换男朋友,小诗最大的乐趣....收起>"
272,http://www.iqiyi.com/v_19rrjpk6y4.html,71,6.7,285人评分,643,全部评论(2),梁琤饰 Catherine;仇云波饰 Robin;Zoltan Buday饰 Alexander;Tatiana Checkoya饰 Tanya;Chris Cuthbertson饰 Reporter,黑猫2（粤语）;导演： 冯瑞熊 / 冼杞然;地区： 华语;类型： 惊悚;首映： 1992,简介：Erica因为天生条件的天独厚，因此被中央情报局选中。Erica接受的并非一般训练，而是进行身体彻底改造，成为半人半机械的冷酷无情的超级杀手，代号“黑猫”。CIA获悉国际恐怖组织派出杀手“铁人”刺杀叶利钦，于是派出“黑猫”及华裔情报员罗彬共同前往追捕“铁人”。不料两人却误中陷阱，“黑猫”的机能甚至遭到严重破坏。当局只能一方面抢修“黑猫”，另一方面则布下天罗地网，希望“黑猫”能在.....收起>
273,http://www.iqiyi.com/v_19rrhuq5s8.html,347,6.9,447人评分,408,全部评论(21),坎塔莉娜·索托;德己立、约翰·德隆;Philip Fornah,天棚;导演： 德鲁·郝;地区： 欧洲;类型： 犯罪;首映： 2012,简介：Amaterialscienceexpertisblackmailedtostealdesignsfromabrilliantteamofscientistswhoarebuildingtheworld'sfirstspaceelevator.
274,http://www.iqiyi.com/v_19rrj5kcek.html,88,6.9,179人评分,657,全部评论(3),马浚伟饰 阿宝;叶安婷饰 JoJo;吴启华饰 Ace;张可颐饰 阿枫,爱我别走;导演： 黄家辉;地区： 华语;类型： 枪战;首映： 2000,简介：青年干探阿宝和拍档泉叔一起保护证人，阿宝因帮女友JoJo买礼物而暂时离开，杀手Ace出现，将证人与泉叔当场击毙，阿宝虽赶到但让Ace脱身，他觉得泉叔的死全因自己疏忽造成，发誓替泉叔报仇。阿宝整理泉叔的遗物时发现了一包毒品，阿宝向上司王警官汇报，不料王警官将阿宝调离专案小组。阿宝不满上司做法，偷偷展开调查但落入陷阱。同为警察的JoJo发现王警官是幕后主使，于是将阿宝救出，两人逃往南丫...收起>
